pdf,pagina_fisica,pagina_logica,seccion,numero_carta_token,clase_contenido,extracto_fuente_breve
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-002,texto de cartas,2. Goblin Primigenio. Edición Alpha. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: el Goblin Primigenio no puede ser trasmutado. Paga X pasos: sube X la Fuerza del Goblin Primigenio. Su coste en pasos sigue siendo el mismo que el b
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-003,texto de cartas,3. Pixy del Edén. Edición Alpha. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: el Pixy del Edén reduce a 0 todo el daño de combate recibido este turno por tokens de tipo criatura.
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-004,texto de cartas,"4. Duende Primigenio. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: el Duende Primigenio consume 1 paso de tu Reserva en cada turno. Al transmutar el Duende Primigenio, gana 2 pasos más tantos como haya consumido ést"
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-005,texto de cartas,5. Hada Primigenia. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: girar el Hada Primigenia. Suma 1 a tu Reserva de Pasos. Vuelo: el Hada Primigenia no puede ser bloqueada por criaturas terrestres sin esta habilidad.
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-006,texto de cartas,"6. El Primigenio. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: cuando el Primigenio entre en juego, gira todas tus criaturas, además, de las oponente objetivo. Girar el Primigenio: endereza o gira tantas criaturas o"
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-007,texto de cartas,7. Centauro Primigenio. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: Estampida. El Centauro Primigenio obtiene +1 a su Fuerza por cada otra criatura primigenia que poseas en juego.
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-008,texto de cartas,"8. Génesis. Edición Alpha. Coste/Fuerza: 10. Tipo: Token Evento. Efectos: cuando el Génesis salga a juego, todas las criaturas bajo tu control son ahora criaturas primigenias. Pagar 1 paso: saca a juego una criatura de tu mano sin gastar tu"
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-009,texto de cartas,"9. Homínido Primigenio. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Homínido Primigenio no se gira al atacar. Gira al Homínido Primigenio: destruye la criatura primigenia objetivo. Si esta girado, el Homínido no"
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-010,texto de cartas,10. Cuchillo de Sílex. Edición Alpha. Coste/Fuerza: 3. Tipo: Token de Equipo. Efectos: la criatura equipada obtiene un +2 a su Fuerza. El Cuchillo de Sílex no puede ser transmutado.
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-011,texto de cartas,"11. Lanza de Madera. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Equipo. Efectos: la criatura equipada obtiene +2 a su Fuerza. Gira la Lanza, sepárala de la criatura equipada, infringe 2 puntos de Heridas al jugador o criatura objetivo."
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-012,texto de cartas,"12. Elfo Primigenio. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: a la hora de recibir el daño de combate, esta criatura obtiene +2 a su Fuerza por cada criatura bloqueada. Sigue siendo una carta del mismo coste ori"
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-013,texto de cartas,"13. Amuleto de Huesos. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: cuando el Amuleto de Huesos salga a juego, prevén todo el daño de combate recibido este turno. Manda esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,9,9,Edición Alpha,ALPHA-014,texto de cartas,"14. Tormenta. Edición Alpha. Coste/Fuerza: 3. Tipo: Token de Evento. Efectos: cuando esta carta salga a juego, gira X criaturas objetivo, donde X es igual al número de permanentes que tengas en juego, hasta el final del turno, después, mand"
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-015,texto de cartas,"15. El Fuego. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: cuando este naipe salga a juego, todas las criaturas bajo tu control ganan +1 a su Fuerza cuando son bloqueadas, aunque siguen teniendo los mismos pasos al ser tr"
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-016,texto de cartas,16. Rayo de Tormenta. Edición Alpha. Coste/Fuerza: 2. Tipo: Recurso Rápido. Efectos: el Rayo de Tormenta causa 2 Heridas a la criatura o jugador objetivo. Pagar 1 paso: añade 3 Heridas adicionales. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-017,texto de cartas,17. Danza Tribal. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: todas las criaturas ganan +1 a su Fuerza mientras permanezcan bajo tu control hasta el final del turno. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-018,texto de cartas,"18. Arco y Flechas. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Equipo. Efectos: la criatura equipada posee la habilidad de Disparo: girar la carta equipada, infringe a la criatura o jugador objetivo un numero de Heridas igual a su Fuerz"
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-019,texto de cartas,"19. Dia de Truque. Edición Alpha. Coste/Fuerza: 2. Tipo: Recurso Rápido. Efectos: cuando este naipe entre en el tablero de juego, intercambia el control de 1 Equipo por cada paso que poseas en tu Reserva y quieras gastar. Manda esta carta a"
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-020,texto de cartas,"20. Pinturas Rupestres. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: cuando esta carta entre a juego, pon en el tablero hasta X fichas de Búfalo europeo de Fuerza 5 por cada criatura que mandes a la Pila de Descartes. Rem"
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-021,texto de cartas,"21. Runa Antigua. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: la Runa Antigua es un permanente que posee la siguiente habilidad: girar la Runa Antigua, gira o endereza el permanente objetivo."
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-022,texto de cartas,22. Cacería. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: todas las criaturas ganan +1 a su Fuerza y no pueden ser afectadas por Recursos Rápidos hasta el final del turno. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-023,texto de cartas,23. Ritual Diurno. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: gana 1 paso por cada criatura que poseas en juego. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-024,texto de cartas,24. Ritual Nocturno. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: el jugador objetivo pierde 1 paso por cada criatura que poseas en juego. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-025,texto de cartas,"25. Bienes Ancestrales. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: busca en tu mazo de recursos cuatro cartas o tokens, elige 2 de las de menor coste y ponlas en tu mano, baraja. Manda esta carta a la Pila de Descartes j"
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-026,texto de cartas,"26. Guijarro. Edición Alpha. Coste/Fuerza: 1. Tipo: Token Artefacto. Efectos: el Guijarro tiene la habilidad de pagar X, girar el Guijarro: infringe X Heridas a la criatura o jugador objetivo."
Fantasy Tokens.pdf,10,10,Edición Alpha,ALPHA-027,texto de cartas,"27. Poder Creativo. Edición Alpha. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: nombra una carta o token de una baraja cualquiera, búscala en el mazo de recursos objetivo. Puedes jugarla normalmente hasta el final del turno, pero no tra"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-028,texto de cartas,"28. Libélula Primigenia. Edición Alpha. Coste/Fuerza: 6. Tipo: Token de Criatura. Habilidades: la Libélula Primigenia ataca 2 veces en cada turno, y tiene la habilidad de Vuelo."
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-029,texto de cartas,"29. Sabio Homínido. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el token llamado Sabio Homínido tiene la habilidad: pagar 4 pasos, gira el Sabio Homínido. Busca un Token de Artefacto de tu mazo y ponlo en juego sin"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-030,texto de cartas,"30. El Guardián. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Guardián no puede atacar, bloquear ni ser girado o enderezado de ninguna forma, y es Indestructible. Mientras esta carta este en el tablero de juego,"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-031,texto de cartas,"31. Sueños Tribales. Edición Alpha. Coste/Fuerza: 10. Tipo: Coste Adicional: 5. Tipo: Token de Evento. Efectos: cuando los Sueños Tribales entren en juego, gira todas las criaturas, elige 3 de ellas y remuévelas del juego a la Pila de Desca"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-032,texto de cartas,"32. Nigromancia. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: elige un token de criatura de tu Pila de Descartes, y ponla en tu mano. Roba 1 carta de tu mazo de recursos. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-033,texto de cartas,"33. Protección. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: la criatura objetivo no puede ser dañada, removida o destruida hasta el final del turno. Roba 1 carta de tu mazo de recursos. Remueve la Protección a la Pila de"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-034,texto de cartas,"34. Cooperación. Edición Alpha. Coste/Fuerza: 5. Tipo: Recuso Rápido. Efectos: hasta 3 criaturas a tu elección se giran o enderezan este turno, y recuperas 5 Heridas, o robas 2 cartas. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-035,texto de cartas,"35. Oso Cavernario. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: el Oso Cavernario obtiene +1 a su Fuerza por cada criatura que lo bloquee, y no se gira al atacar. Si el Oso Cavernario fuera a ser destruido o ir a"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-036,texto de cartas,"36. Caverna Ancestral. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: mientras la Caverna Ancestral permanezca en el tablero de juego, manda 5 cartas a la Pila de Descartes en cada Mantenimiento, y eso lo hace cada jugador"
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-037,texto de cartas,"37. Incendio. Edición Alpha. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: cada criatura sufre 5 Heridas. Remueve esta carta a la Pila de Descartes, roba 1 carta por cada criatura destruida de esta manera."
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-038,texto de cartas,"38. Perezoso. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: mientras el Perezoso permanezca en el tablero de juego, no existe Fase de Combate."
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-039,texto de cartas,"39. Danza de la Lluvia. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: busca en tu mazo de recursos un token de Recurso Rápido, baraja tu mazo. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,11,11,Edición Alpha,ALPHA-040,texto de cartas,"40. Guerrero Tribal. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: si el Guerrero Tribal infringe daño de combate a un jugador, este se descarta de 1 carta, cada vez que una criatura sea destruida por este, obtiene +"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-041,texto de cartas,"41. Chaman Cavernario. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: esta carta tiene la habilidad de girar la carta, busca una carta de Recurso Rápido y ponla en tu mano, baraja tu mazo de recursos."
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-042,texto de cartas,"42. Ángel del Edén. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: el Ángel del Edén no puede ser objetivo de Eventos ni de Recursos Rápidos, y posee la habilidad de Vuelo. Pagar 5: elige 3 criaturas y 2 permanentes"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-043,texto de cartas,43. Castigo Divino. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: destruye todos los permanentes que haya en el tablero de juego. No pueden ser transmutados ni regenerados de ningún modo. Manda esta carta a la Pila de Des
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-044,texto de cartas,"44. Portal Abismal. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: destruye todas tus criaturas y las del oponente objetivo. Gana tantos pasos como costes hayas enviado a las Pilas de Descartes, pierde tantas Heridas como"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-045,texto de cartas,"45. Cetro de Huesecillos. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: el Cetro de Huesecillos se convierte en un permanente con la habilidad siguiente: pagar 3, girar el Cetro. Pon un contador de Maldición sobre el jugad"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-046,texto de cartas,46. Murciélagos Cavernarios. Edición Alpha. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: Vuelo (no pueden ser bloqueados excepto por criaturas con la misma habilidad).
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-047,texto de cartas,"47. Topillo Primigenio. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Topillo Primigenio posee la habilidad de Cavar: no puede ser bloqueado por criaturas, excepto por las que tengan su misma habilidad. Siempre qu"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-048,texto de cartas,48. Encantamiento. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: la criatura de Fuerza 5 o menor pasa a estar bajo tu control hasta que sea destruida o enviada a la Pila de Descartes. El Encantamiento es removido a la Pila
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-049,texto de cartas,49. Maldición. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: destruye la criatura objetivo y mándala a la Pila de Descartes. Pierde 10 Heridas y manda la Maldición a la Pila.
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-050,texto de cartas,50. Reno Nórdico. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: Dureza (la criatura obtiene +2 a su Fuerza siempre que bloquee o sea bloqueada). El Remo Nórdico no se gira al atacar.
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-051,texto de cartas,"51. Duende Traga Fuegos. Edición Alpha. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: el Duende Traga Fuegos posee la habilidad de pagar X, girar el Duende. Infringe X Heridas a la criatura o jugador objetivo, o infringe X Heridas"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-052,texto de cartas,"52. Pixy Abjurador. Edición Alpha. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: el Pixy Abjurador posee la habilidad siguiente: gira el Pixy Abjurador, regresa la criatura objetivo a la baraja de su propietario, y mézclala varias"
Fantasy Tokens.pdf,12,12,Edición Alpha,ALPHA-053,texto de cartas,"53. Trasgo Hacha de Sílex. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: cada vez que el Trasgo Hacha de Sílex sea destruido o enviado a la Pila de Fantasy Tokens Sistema de Cartas Temáticas Página 13 Descartes, en v"
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-054,texto de cartas,54. Australopitecos. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: Dureza. El Australopitecos entra en juego girado.
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-055,texto de cartas,"55. Garrote Primigenio. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Equipo. Efectos: siempre que el Garrote sea equipado a una criatura, esta obtiene la habilidad de Dureza, y no se gira al atacar."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-056,texto de cartas,"56. Piojo Antiguo. Edición Alpha. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: Vuelo. Drenaje (siempre que haga daño de combate a un jugador, roba 1 paso de su Reserva)."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-057,texto de cartas,57. Goblin Pétreo. Edición Alpha. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: el Goblin Pétreo es Indestructible y entra en juego girado.
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-058,texto de cartas,"58. Flechador Élfico. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Flechador posee la habilidad de pagar 3, girar el Flechador. Infringe 5 Heridas a la criatura o jugador objetivo."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-059,texto de cartas,"59. La Santa Compaña. Edición Alpha. Coste/Fuerza: 15. Tipo: Token de Evento. Efectos: cuando la Santa Compaña entre al tablero de juego, gira todas las criaturas del jugador objetivo, cuenta su coste en pasos y gana tantas Heridas como pas"
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-060,texto de cartas,"60. Pecado Original. Edición Alpha. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: hasta el final del turno, no pueden jugarse habilidades de Criatura, Eventos, Equipos o Recursos Rápidos. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-061,texto de cartas,"61. El Inenarrable. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: Dureza. El Inenarrable entra en juego girado. Pagar 5 pasos: destruye 5 permanentes objetivo, o roba 5 cartas y envía al Inenarrable a la Pila de Des"
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-062,texto de cartas,62. Dragón Ancestral. Edición Alpha. Coste/Fuerza: 30. Tipo: Token de Criatura. Habilidades: Vuelo. Pagar 5 pasos: el Dragón Ancestral infringe 5 puntos de Heridas a todas las criaturas en el tablero de juego. Esta carta es inmune a su prop
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-063,texto de cartas,63. Consultar a las Estrellas. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: roba 2 cartas. Remueve este naipe a la Pila de Descartes.
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-064,texto de cartas,"64. Canticos Chamanicos. Edición Alpha. Coste/Fuerza: 0. Tipo: Recurso Rápido. Efectos: cuando los Canticos entren en juego, descártate de tu mano y roba seis cartas. Remueve este naipe a la Pila de Descartes."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-065,texto de cartas,"65. Gema de la Luz. Edición Alpha. Coste/Fuerza: 0. Tipo: Token de Evento. Efectos: la Gema de la Luz es Indestructible. En cada Fase de Mantenimiento, añade 5 pasos adicionales a tu reserva, o gana 5 Heridas, o roba 5 cartas."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-066,texto de cartas,"66. Gema de las Tinieblas. Edición Alpha. Coste/Fuerza: 0. Tipo: Token de Evento. Efectos: la Gema de las Tinieblas es Indestructible. En cada Fase de Mantenimiento, roba 5 pasos al jugador objetivo, o infringe 5 Heridas o descarta 5 cartas"
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-067,texto de cartas,"67. Talla de Hueso. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: la Talla de Hueso posee la siguiente habilidad: paga 3 pasos, mira las 3 primeras cartas de tu mazo, roba 1 de ellas y regresa el resto en cualquier orden."
Fantasy Tokens.pdf,13,13,Edición Alpha,ALPHA-068,texto de cartas,"68. Homínido Salvaje. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Homínido Salvaje no puede bloquear a otras criaturas, y posee la Fantasy Tokens Sistema de Cartas Temáticas Página 14 habilidad: girar esta carta"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-069,texto de cartas,"69. Adán, el Primer Hombre. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: Dureza. Adán, el Primer Hombre no se gira al atacar. Pagar 5 pasos: busca 5 cartas de criatura en tu mazo de recursos, y ponlas en tu mano. Ba"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-070,texto de cartas,"70. Eva, la Primera Mujer. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: mientras Eva, la Primera Mujer este en juego, se pueden robar 2 cartas por turno, a cambio de perder 2 pasos. Eva no puede ser objetivo de Even"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-071,texto de cartas,"71. Lilith, la Mujer Maldita. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: Lilith no puede ser objetivo de Eventos o Recursos Rápidos. Mientras Lilith esté en juego, no se pueden robar cartas."
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-072,texto de cartas,"72. San Miguel, Arcángel. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: Vuelo. San Miguel no puede ser objetivo de Eventos, Recursos Rápidos o Habilidades, y no se gira al atacar. Pagar 10 pasos: infringe 10 Heridas"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-073,texto de cartas,"73. Arpista Élfico. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Arpista Élfico posee la siguiente habilidad: gira esta carta, busca un naipe en tu mazo de recursos y ponla en tu mano. Mezcla de nuevo tu mazo."
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-074,texto de cartas,74. Lluvia de Meteoros. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: la Lluvia de Meteoros infringe 5 Heridas a todas las criaturas y a todos los jugadores. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-075,texto de cartas,"75. Intervención Divina. Edición Alpha. Coste/Fuerza: 20. Tipo: Recurso Rápido. Efectos: hasta el final del turno, ni las criaturas ni el jugador objetivo pueden ser afectados por habilidades, Eventos o Recursos Rápidos. Remueve esta carta"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-076,texto de cartas,"76. Dilatación Espacio Temporal. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: el oponente objetivo pierde su turno siguiente, y se descarta 1 carta. A cambio, pierdes 10 Heridas."
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-077,texto de cartas,"77. La Serpiente. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: Indestructible, no se gira al atacar. La Serpiente entre en juego girada, y puede bloquear criaturas voladoras. Pagar 5 pasos: pon la criatura no legen"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-078,texto de cartas,"78. La Reina de las Hadas. Edición Alpha. Coste/Fuerza: 10. Tipo: Token Legendario. Habilidades: Vuelo. Todas las criaturas de tipo Pixy, Elfo o Duende obtienen un +5 a su Fuerza, pero siguen conservando su mismo coste en pasos."
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-079,texto de cartas,79. Orco Primigenio. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: Dureza. No se gira al atacar.
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-080,texto de cartas,"80. Mascarada. Edición Alpha. Coste/Fuerza: 0. Tipo: Recurso Rápido. Efectos: cuando la Mascarada entre en juego, mira la mano del jugador objetivo, busca en su mazo el mismo número de cartas y sustitúyelas por ésas. A continuación, remueve"
Fantasy Tokens.pdf,14,14,Edición Alpha,ALPHA-081,texto de cartas,"81. Praderas Vírgenes. Edición Alpha. Coste/Fuerza: 50. Tipo: Token de Evento. Efectos: cuando esta carta entre en el tablero de juego, remueve todos los permanentes y manos, mándalos a la Pila de Descartes, baraja todas las Pilas en sus ma"
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-082,texto de cartas,"82. Rey de los Trasgos. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: todos los demás Goblins, Trasgos y Orcos obtienen +5 a su Fuerza, aunque siguen teniendo el mismo coste en Pasos. Pagar 5 pasos: destruye el Gobl"
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-083,texto de cartas,"83. Druida Ermitaño. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Druida Ermitaño posee la siguiente habilidad: gira esta carta, suma 5 a tu Reserva de Pasos, descarta una carta."
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-084,texto de cartas,"84. Ofrenda Ritual. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: cuando esta carta entre en juego, sacrifica la criatura objetivo bajo tu control. A continuación, busca en tu mazo cualquier carta o token legendario y ponlo"
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-085,texto de cartas,85. Daga Ritual. Edición Alpha. Coste/Fuerza: 5. Tipo: Token de Equipo. Habilidades: la criatura equipada gana +5 a su Fuerza y no puede ser objetivo de Recursos Rápidos.
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-086,texto de cartas,"86. Espíritu Errante. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: esta criatura no puede ser bloqueada por criaturas de otros tipos, a excepción de tokens legendarios."
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-087,texto de cartas,"87. Bolsita de Runas. Edición Alpha. Coste/Fuerza: 10. Tipo: Token de Evento. Habilidades: la Bolsita de Runas posee la siguiente habilidad: gira esta carta, pon un contador de Runa sobre la criatura objetivo. Quitar un contador de Runa: la"
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-088,texto de cartas,"88. Amor Eterno. Edición Alpha. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: cuando el Amor Eterno salga al tablero de juego, elige una criatura objetivo, y busca una carta de criatura de la Pila de Descartes, ponla en tu mano. Si la cr"
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-089,texto de cartas,89. Cambios Rápidos. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Habilidades: intercambia la carta objetivo de tu mano por la carta objetivo de la mano del oponente. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-090,texto de cartas,"90. Insomnio. Edición Alpha. Coste/Fuerza: 5. Tipo: Recurso Rápido. Habilidades: equipa el Insomnio a la criatura objetivo, gírala. Esta criatura no puede enderezarse mientras el Insomnio este equipado."
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-091,texto de cartas,"91. Simulacro. Edición Alpha. Coste/Fuerza: 0. Tipo: Token de Evento. Habilidades: el simulacro es una carta de Evento, no de criatura. Pagar 5: el Simulacro se transforma en una criatura Indestructible de Fuerza 0 hasta el final del turno."
Fantasy Tokens.pdf,15,15,Edición Alpha,ALPHA-092,texto de cartas,92. Diadema de los Eones. Edición Alpha. Coste/Fuerza: 25. Tipo: Token Legendario. Efectos: la Diadema de los Eones es Indestructible e inmune a Eventos o Recursos Rápidos. Pagar 1 paso: gira o endereza el permanente objetivo. Pagar 2: la c
